customer_id,product_id,rating,content,customer_index,product_index
5226292,12138654,5,"Mình mua 2 cuốn luôn. Nội dung hay, dễ hiểu.💯",213,149
699960,12138654,5,,93,149
5973876,12138654,5,,251,149
21966574,12138654,5,,649,149
9907965,12138654,5,,381,149
16132791,12138654,5,,543,149
18278431,12138654,5,,600,149
1503284,12138654,5,,156,149
98653,170298025,5,,23,480
990696,170298025,5,,118,480
19455780,170298025,5,,617,480
16898585,2254441,5,,564,88
18343577,619275,5,"Nổi tiếng từ rất lâu nhưng nay mới dc cầm trên tay.Đúng như những gì đã dc xem review qua,sách chỉ cho ta thấy cách thức để đánh thúc tài năng bằng phương pháp tập luyện sâu,thắp lửa đam mê,phương pháp huấn luyện bậc thầy.Đây là cuốn sách mà mọi ng có tố chất và tài năng mong muốn dc trui rèn tài năng đó lên tầm cao mới",602,60
7165593,619275,5,Ok,293,60
189193,619275,5,,34,60
7100618,619275,5,Giao nhanh,289,60
14655468,619275,5,,519,60
12222383,619275,5,hiểu được các loại tài nănh,456,60
22684527,619275,4,ok,662,60
14361212,619275,4,sach hay,511,60
334762,619275,5,,47,60
8691757,619275,5,,357,60
677395,619275,5,,91,60
6516078,619275,4,,267,60
14089040,195801687,4,"Đóng gói cẩn thận, kỹ càng, nguyên seal nhưng hơi cấn góc chút, bóc seal ra thì có vết cào khá sâu ở mặt trong bìa trước, nói chung ko ảnh hưởng gì đến mặt ngoài. Tạm ổn.",504,510
19446943,195801687,5,,616,510
8227804,195801687,5,,339,510
17506038,195801687,5,,574,510
953241,195801687,4,,115,510
5169835,76176359,1,"Nhiều lần Tiki đóng hàng sơ sài, thùng đựng xộc xệch. Sách hay bị hỏng góc, gập bìa, gập trang !!!",208,289
5917418,76176359,5,,248,289
1344932,76176359,5,,144,289
10418172,76176359,5,,396,289
21558077,76176359,5,,640,289
7768967,76176359,5,,320,289
13541376,76176359,5,SÂU SẮC,488,289
16206233,76176359,5,,547,289
396187,76176359,5,sách rất hay,54,289
13513176,76176359,5,,486,289
8453118,76176359,5,,348,289
5848334,76176359,5,,243,289
664787,76176359,5,,90,289
22970362,21435644,5,Hay và bổ ích. Nên mua,665,175
17786300,21435644,5,Sách của idol mãi đỉnh,588,175
1782676,21435644,4,,176,175
11476110,1387539,5,,429,74
7518989,1387539,5,,308,74
20706408,1387539,4,mặc dù bên ngoài sách có vệt lằn rõ nhưng giao nhanh với bọc đẹp nên chấp nhận được,632,74
7580597,1387539,5,,310,74
11944614,1387539,5,Sách rất đẹppp,446,74
16920235,1387539,5,"M đặt về ĐN nên ship lâu hơn nhiều so với trước, nhưng sách vẫn đẹp lắm ạ",565,74
8264530,1387539,5,Sách hay,342,74
9786862,1387539,5,,376,74
334762,1387539,5,,47,74
451499,1387539,5,,60,74
8993466,1387539,5,,366,74
5461671,1387539,5,Chưa đọc nữa,228,74
93650,1387539,5,,22,74
6746297,15180358,5,"Tiki gói hàng cẩn thận, giao hàng cực nhanh với dịch vụ Tikinow. Sách mới, không nhàu nát, giá còn khá rẻ so với giá bìa. Nói chung khá hài lòng về dịch vụ của Tiki.",280,163
386342,15180358,4,"Vì là nhà cung cấp khác Tiki Trading nên thời gian chuẩn bị hàng lâu (khoảng 1 tuần), nhưng sách nhận rất đẹp, còn mới, bookmark đúng như hình mô tả. Hài lòng.",53,163
16920235,15180358,5,"Tiki giao hàng siêu nhanh ạ, m đặt t7 mà t2 đã giao rồi, cảm ơn tiki",565,163
21500023,15180358,5,Còn mới đóng gói đẹp chắc chắn giao hàng nhanh,639,163
14081305,15180358,5,,502,163
6662641,15180358,5,,276,163
6590616,15180358,5,,271,163
501538,15180358,5,,66,163
6680036,15180358,5,,278,163
16141175,55066553,5,,544,262
6682650,55066553,5,"Sách còn mới mặc dù ko có áo bọc, chất liệu giấy tốt. Hài lòng với dịch vụ của Tiki!",279,262
21654527,55066553,5,,644,262
17672646,55066553,5,,583,262
7571785,1387539,5,,309,74
6468863,1387539,5,,266,74
12088578,116396339,5,"sách đóng gói cẩn thận, giao hàng nhanh, rất hài lòng 👍",452,400
1728034,116396339,5,,171,400
22235987,116396339,5,,653,400
98653,116396339,5,,23,400
26742814,272000436,4,.,681,638
17506038,272000436,5,,574,638
8955914,79104663,5,,365,295
325734,79104663,5,,45,295
28001953,274927641,4,nội dung ko dễ hiểu với người tay ngang,692,684
17506038,274927641,5,,574,684
22693770,274927641,5,,663,684
11474751,274927641,5,,428,684
11474751,36085774,4,,428,208
14424624,36085774,5,5 sao,512,208
27837115,36085774,4,"Mình chưa đọc, nên chưa biết nội dung gửi shop 4 sao trước he",690,208
334762,36085774,5,,47,208
11318425,36085774,5,,422,208
129385,36085774,5,,29,208
16206233,36085774,5,,547,208
15557505,67694211,5,"Sách mới, đóng gói cẩn thận, săn được giá ưu đãi, nội dung tôi chưa đoc hết. Cảm ơn Tiki, sẽ tiếp tục ủng hộ",535,270
12923385,67694211,5,Rất rất hài lòng,476,270
1438406,67694211,5,Tốt,153,270
98653,67694211,5,,23,270
18278431,67694211,4,,600,270
6230513,67694211,5,,258,270
13513176,67694211,4,,486,270
5253296,67694211,5,,215,270
6534469,578262,5,"Sách của Michael Heppell rất hay mn nhé, đọc cuốn “ Mỗi ngày tiết kiệm được 1 giờ “của tác giả xuất sắc quá nên mình mua luôn tất cả các cuốn của tác giả ❤️vote sách hay",268,56
12703320,578262,5,,469,56
15169513,578262,5,Ok,527,56
19455780,578262,5,,617,56
174783,578262,5,Không hay bằng cuốn Cách Tiết kiệm 1 giờ. Nội dung thì na ná giống nhau nên đọc hơi chán. Vì cuốn kia quá xuất sắc. Mình note lại k thiếu 1 chữ.,32,56
381808,578262,5,,52,56
6018022,273822776,5,tuyet,255,660
18132503,20555379,5,,594,169
1162781,20555379,5,Đang đọc cuốn sách này. Khá hay và hữu ích,129,169
7890496,20555379,4,,326,169
18118699,20555379,5,,593,169
562328,36399722,5,,78,212
1315476,36399722,5,,140,212
5847090,36399722,5,,242,212
810311,8845822,5,"Nghệ thuật Ẩn mình- Bảo mật cá nhân trong kỷ nguyên dữ liệu lớn- Kevin Motnick- Robert Vamosi. là Hacker nổi tiếng nhất thế giới kiêm anh hùng không gian mạng đã mô tả kỹ thuật cho an ninh hệ thống dựa trên chính nững trải nghiệm của mình dành cho các chuyên gia lĩnh vực Công nghệ thông Tin, An Ninh Mạng, Internet công chúng và giới hàn lâm.",102,129
