customer_id,product_id,rating,content,title,thank_count
264366,69060822,5,"Tiếp nối cuốn nhật ký cách ly tập trung, Tăng Quang lại cùng 03 họa sĩ khác viết tiếp nhật ký ghi lại những ngày tháng cả nước mình đồng lòng thực hiện giãn cách xã hội.. Những sự kịch tính, sự khổ sở kì cục do đảo lộn nếp sống, nếp nghĩ trước đại dịch được nhóm tác giả vẽ lại với sự dí dỏm tự trào. Mô típ chung là sự so sánh đối lập giữa bức tranh cuộc sống trước với sau khi có Covy. Những nét nổi bật của đợt chống dịch vừa qua cũng được cập nhật nóng hổi vào các bức tranh: làm viêc tại nhà, giá khẩu trang, giấy vệ sinh gia tăng còn giá vàng lao dốc, du lịch và tụ tập trở thành cái hẹn xa xôi,  học được một tỷ kỹ năng mới khi các cửa hàng dịch vụ đều đóng cửa.... Điều không hài lòng duy nhất của mình về cuốn sách này là nó quá ngắn và quá bé :) (có tầm 60 trang khổ 15x15cm thôi). . Hi vọng rằng nhóm họa sĩ sẽ tiếp tục sáng tác thêm các tập nhật ký về năm 2020 giao lao và nhiều cung bậc cảm xúc này. Một năm cả dân tộc đối phó với thiên tai, dịch bệnh bằng sự lạc quan, lòng tin tưởng lẫn nhau và sự sẻ chia đùm bọc.",Một cuốn sách nhỏ lưu niệm,0
753149,69060822,1,Cuốn sách bé như bàn tay mà bán cả gần 100k. *** đảo quá. Nhìn hình thì tưởng cũng được cỡ cuốn truyện tranh thiếu nhi.,Rất không hài lòng,0
20435048,69060822,2,"sách dính bẩn ở gáy,giao hàng lâu",Không hài lòng,1
22210311,69060822,4,,Hài lòng,0
2084293,69060822,5,,Cực kì hài lòng,0
65453,69060822,4,,Hài lòng,0
22801720,273646168,5,,Cực kì hài lòng,0
28991507,273646168,5,,Cực kì hài lòng,0
6358523,273646168,5,,Cực kì hài lòng,0
1223942,273646168,5,,Cực kì hài lòng,0
18839255,273646168,5,,Cực kì hài lòng,0
11168601,273646168,5,,Cực kì hài lòng,0
26514027,34853399,5,,Cực kì hài lòng,0
9813470,41092521,4,,Hài lòng,0
1939069,200751333,5,,Cực kì hài lòng,0
11507283,273643613,4,,Hài lòng,0
27704071,273643613,5,Very good!Nội dung + hình thức rất tốt!,Cực kì hài lòng,0
9120959,273643613,4,,Hài lòng,0
22619233,273643613,4,,Hài lòng,0
18017352,273643613,5,,Cực kì hài lòng,0
6001429,273643613,5,,Cực kì hài lòng,0
12247519,273643613,5,,Cực kì hài lòng,0
15789878,273643613,5,,Cực kì hài lòng,0
17972119,273643613,5,,Cực kì hài lòng,0
13147121,273643613,5,,Cực kì hài lòng,0
21151479,273643613,5,sách rất hay,Cực kì hài lòng,0
10266773,273643613,5,Ok,Cực kì hài lòng,0
11771556,273643613,5,,Cực kì hài lòng,0
12463841,273643613,5,,Cực kì hài lòng,0
19944067,273643613,5,,Cực kì hài lòng,0
27001358,273643613,5,,Cực kì hài lòng,0
22515749,273643613,5,,Cực kì hài lòng,0
13220776,273643613,4,,Hài lòng,0
25925070,273643613,4,,Hài lòng,0
8012611,23476995,5,,Hài lòng,0
18964781,22367134,3,Sản phẩm tốt tuy nhiên Tiki cần cải thiện thời gian giao hàng sau dịch bởi vì sản phẩm này đã đặt từ rất lâu. Tuy nhiên bộ phận chăm sóc khách hàng không một lời phản hồi về thời gian giao hàng cũng như tình trạng sản phẩm. Để khách hàng phải nhắn tin hỏi nhưng cũng không thấy ai phản hồi,Bình thường,0
11604468,22367134,5,Sách mới đẹp giao hàng nhanh nhưng nếu đúng khổ để dùng bookcare thì quá tốt,Cực kì hài lòng,0
22166957,22367134,4,"sách mới,đẹp, nhưng ko có bọc ,có tem nhưng bị cụt 1 phần.Nhưng tôi thất vọng cái book mark .Nói chung là ổn .vui vì mua đc hàng chuẩn!!!!",Hài lòng,0
27293137,22367134,5,hàng ok ạ,Cực kì hài lòng,0
20352727,22367134,5,,Cực kì hài lòng,0
14380979,22367134,5,,Cực kì hài lòng,0
9050131,22367134,5,,Cực kì hài lòng,0
20029047,22367134,5,sách khá hay,Cực kì hài lòng,1
14361212,22367134,5,sách hay,Cực kì hài lòng,0
15047944,22367134,4,,Hài lòng,0
5424053,137592720,5,,Cực kì hài lòng,0
9192884,127033514,5,,Cực kì hài lòng,0
19537669,273678492,5,,Cực kì hài lòng,0
8135564,273678492,5,Sách nay nên đọc nếu ai thích thể loại này,Cực kì hài lòng,0
7575547,273678492,5,Đóng gói cẩn thận,Cực kì hài lòng,0
17000473,273678492,5,,Cực kì hài lòng,0
107123,95497508,3,"Tôi đc biết đây là sách mới xuất bản, nhưng ko hiểu vì lý do gì tôi lại nhận đc một cuốn sách với bìa rất dơ, tôi đã cố gắng vệ sinh bằng khăng giấy ướt nhưng vẫn ko ra vết bẩn trên bìa.. Ngoài ra mép giấy ở bìa bị tưa góc, cong nhìn vô cùng xấu xí.. Tôi mua một ấn phẩm mới mà như nhận đc một sản phẩm lỗi đã qua sử dụng hoặc sản phẩm lỗi do lưu kho không tốt.. Đề nghị tiki làm việc lại với nhà cung cấp để người sử dụng khác nhận đc sách tốt hơn. . Đây là cuốn sách tôi cảm thấy vô cùng thất vọng khi mua vì vừa phải trả tiền ship 15, vừa đợi lâu ngày rồi nhận đc 1 cuốn sách xấu xí ***.",Bình thường,0
810311,95497508,5,"Muôn kiếp nhân sinh tập 2- Nguyên Phong- Đúng vậy, tất cả hành vi con người chính là nguồn gốc kích hoạt những hiện tượng này. Thông qua lịch sử, chúng ta đều biết các xu hướng chính trị, kinh tế, văn hóa đều có tính chu kỳ. Cuốn sách vén bí ẩn về hành trình bất tận của những người linh hồn muôn vàn kiếp sống, sự thức tỉnh từ cõi chết để tìm ra con đường chuyển hóa nghiệp quả bằng cuộc cách mạng chuyển đổi tâm thức- con đường minh triết có thể cứu lấy thế giới đang đứng trước những biến động và hiểm họa khôn lường. Sách hay hấp dẫn.",Cực kì hài lòng,0
15882098,95497508,4,"Sách rất hay. Ai đã đọc cuốn 1 thì nhất định ko thể bỏ qua.. Shop gói sát vào hộp giấy mà ko bọc chống sốc nên vận chuyển đường xa bị móp méo 4 góc luôn, hơi buồn.",Hài lòng,0
297802,95497508,5,"Sách giao nhanh, in đẹp nên giá có hơi cao. Mình về đọc 1 lèo hết sạch, thấy tập 2 hay hơn tập 1. Sau khi học thiền Vipassana & Năng đoạn kim cương thì đọc cuốn này kiến thức rõ ràng, chi tiết hơn đc chút",Cực kì hài lòng,4
661684,95497508,5,"""Dù là 1 người bình thường hay 1 nhân vật lừng danh, chúng ta từ khi sinh ra cho đến hiện tại đều mang theo mình đủ mầm thiện, ác đan xen. Và chính bản thân chúng ta sẽ là người quyết định hạt mầm nào được đâm chồi nảy lộc, đơm hoa kết trái. Chính suy nghĩ và hành động của chúng ta - chứ không phải của bất kỳ ai khác - tạo nên số phận của chúng ta."". - Trích đoạn -",Cực kì hài lòng,0
